iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
108,5000,0.8156,0.1749,0.0095,0.2337,0.8478,-0.0378,7.77,59.3,0.81,121206.0,0.0,0.2142,0.0215,-0.0001,-0.0093,2.4774,-0.0094,0.97
109,5000,0.8094,0.1816,0.009,0.2313,0.8288,-0.0403,6.69,62.1,0.77,127517.0,0.0,0.212,0.022,-0.0001,-0.0101,2.5501,-0.0093,0.97
110,5000,0.8026,0.1884,0.009,0.2341,0.8418,-0.0386,6.84,59.94,0.78,125641.0,0.0,0.2144,0.0219,-0.0001,-0.0089,2.6791,-0.0098,0.97
111,5000,0.8008,0.19,0.0093,0.2314,0.8364,-0.0393,6.19,58.14,0.81,121444.0,0.0,0.2114,0.0217,-0.0001,-0.0091,2.9987,-0.0076,0.97
112,5000,0.8067,0.1838,0.0095,0.2362,0.8556,-0.0351,6.98,65.52,0.84,117508.0,0.0,0.2167,0.0219,-0.0001,-0.0089,2.6238,-0.0101,0.97
113,5000,0.8126,0.1779,0.0094,0.2349,0.8472,-0.0368,7.92,64.04,0.84,116739.0,0.0,0.2143,0.0218,-0.0001,-0.0092,2.7047,-0.0091,0.97
114,5000,0.8167,0.1742,0.0091,0.2318,0.8524,-0.0368,7.1,58.73,0.84,117102.0,0.0,0.2138,0.0212,-0.0001,-0.0092,2.8459,-0.009,0.97
115,5000,0.8172,0.1751,0.0077,0.233,0.8521,-0.0365,7.8,61.68,0.76,129401.0,0.0,0.2145,0.0214,-0.0001,-0.0106,2.5891,-0.0081,0.97
116,5000,0.8204,0.1728,0.0068,0.2298,0.8532,-0.0358,6.14,58.74,0.79,125203.0,0.0,0.2128,0.0208,-0.0001,-0.0111,2.9635,-0.0086,0.97
117,5000,0.8253,0.1672,0.0075,0.2311,0.8635,-0.0336,5.89,54.9,0.8,122878.0,0.0,0.2143,0.021,-0.0,-0.0125,2.7853,-0.0087,0.97
