iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
818,4699,0.5154,0.2419,0.2429,0.1854,0.3715,-0.0347,5.91,161.49,1.79,54950.0,0.0,0.1064,0.0487,-0.0003,-0.0674,0.4452,-0.0098,0.95
819,4699,0.5143,0.2439,0.242,0.1782,0.3298,-0.0402,4.8,151.71,1.78,55149.0,0.0,0.0944,0.0489,-0.0002,-0.073,0.5096,-0.0108,0.95
820,4699,0.5077,0.2531,0.2394,0.1785,0.324,-0.0414,4.36,172.41,1.79,54944.0,0.0,0.092,0.0476,-0.0001,-0.0738,0.4409,-0.0103,0.95
821,4699,0.5056,0.2539,0.2407,0.1928,0.3674,-0.0326,5.24,155.96,1.78,55376.0,0.0,0.1017,0.0483,-0.0002,-0.076,0.4747,-0.0103,0.95
822,4699,0.5058,0.2549,0.2396,0.1802,0.347,-0.0391,5.04,170.01,1.78,55218.0,0.0,0.1024,0.0454,-0.0002,-0.0697,0.3862,-0.0103,0.94
823,4699,0.5084,0.2558,0.2361,0.1903,0.3742,-0.0365,5.58,146.56,1.79,54820.0,0.0,0.1063,0.0459,-0.0002,-0.0721,0.4795,-0.0085,0.94
824,4699,0.5125,0.2574,0.2304,0.1994,0.3824,-0.0299,5.86,170.37,1.78,55104.0,0.0,0.1089,0.0489,-0.0002,-0.0727,0.4316,-0.0104,0.94
825,4699,0.5149,0.2522,0.2334,0.1889,0.3403,-0.0371,6.07,180.18,1.79,55033.0,0.0,0.094,0.0491,-0.0002,-0.0774,0.4052,-0.0103,0.94
826,4699,0.5107,0.2516,0.2382,0.2062,0.3527,-0.0396,5.38,146.11,1.76,55864.0,0.0,0.1051,0.0484,-0.0003,-0.0762,0.4582,-0.0103,0.94
827,4699,0.5035,0.2559,0.2411,0.1986,0.335,-0.0366,4.98,185.29,1.78,55239.0,0.0,0.0999,0.05,-0.0002,-0.0759,0.4074,-0.0102,0.94
828,4699,0.5036,0.2575,0.2394,0.2058,0.3567,-0.0388,6.27,187.89,1.79,54968.0,0.0,0.1039,0.0471,-0.0003,-0.0754,0.4973,-0.0103,0.94
829,4699,0.5056,0.2618,0.2331,0.2045,0.3575,-0.035,4.79,164.48,1.78,55189.0,0.0,0.1055,0.0483,-0.0004,-0.0758,0.4568,-0.0095,0.94
830,4699,0.5058,0.2615,0.2332,0.1912,0.3432,-0.0406,5.57,172.17,1.77,55393.0,0.0,0.099,0.048,-0.0003,-0.072,0.4488,-0.0105,0.94
831,4699,0.5071,0.2587,0.2346,0.2049,0.3639,-0.0392,4.87,144.75,1.78,55200.0,0.0,0.1057,0.0465,-0.0003,-0.0719,0.4749,-0.0094,0.94
832,4699,0.5074,0.2654,0.2277,0.1996,0.3375,-0.0388,4.09,181.66,1.78,55210.0,0.0,0.0991,0.0489,-0.0005,-0.0719,0.4282,-0.0104,0.94
833,4699,0.5025,0.2698,0.2283,0.206,0.3671,-0.0373,6.37,148.57,1.79,54836.0,0.0,0.1047,0.0454,-0.0003,-0.0716,0.4106,-0.0099,0.94
834,4699,0.5121,0.2668,0.2216,0.1989,0.3593,-0.0355,5.33,152.03,1.8,54735.0,0.0,0.1022,0.0492,-0.0004,-0.0696,0.4522,-0.0086,0.94
835,4699,0.5133,0.267,0.2201,0.2088,0.338,-0.0393,6.88,153.3,1.81,54421.0,0.0,0.102,0.0479,-0.0003,-0.0726,0.4355,-0.0107,0.94
836,4699,0.5099,0.2681,0.2225,0.2172,0.3664,-0.0351,6.05,154.28,1.8,54720.0,0.0,0.1106,0.049,-0.0003,-0.0765,0.3991,-0.0107,0.93
837,4699,0.5141,0.264,0.2221,0.2229,0.3796,-0.0345,4.3,161.19,1.78,55110.0,0.0,0.1114,0.0475,-0.0003,-0.0737,0.4312,-0.0098,0.93
838,4699,0.5129,0.2658,0.2214,0.2101,0.3412,-0.0387,5.82,149.23,1.79,54831.0,0.0,0.1009,0.0506,-0.0004,-0.0746,0.4345,-0.0113,0.93
839,4699,0.5146,0.2701,0.2153,0.2214,0.3909,-0.0346,6.69,147.06,1.8,54644.0,0.0,0.1135,0.0459,-0.0004,-0.0726,0.4067,-0.0099,0.93
